,Station information:,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7
3599,Waipara West Ews,20230607,1800,4,3.2,86,1.9,
3600,Waipara West Ews,20230607,1900,3.4,2.8,89,1.8,
3601,Waipara West Ews,20230607,2000,2.1,1.7,92,1,
3602,Waipara West Ews,20230607,2100,2,1.5,91,0.7,
3603,Waipara West Ews,20230607,2200,1.4,1,92,0.3,
3604,Waipara West Ews,20230607,2300,1,0.6,92,-0.1,
3605,Waipara West Ews,20230608,0,0.4,-0.1,91,-0.9,
3606,Waipara West Ews,20230608,100,0.3,-0.1,92,-0.8,
3607,Waipara West Ews,20230608,200,-0.4,-0.8,91,-1.7,
3608,Waipara West Ews,20230608,300,-0.8,-1.2,91,-2,
3609,Waipara West Ews,20230608,400,-0.4,-0.9,89,-2,
3610,Waipara West Ews,20230608,500,-0.6,-1.1,89,-2.2,
3611,Waipara West Ews,20230608,600,-0.8,-1.3,88,-2.5,
3612,Waipara West Ews,20230608,700,-1,-1.6,86,-3,
3613,Waipara West Ews,20230608,900,-0.1,-1,82,-2.8,
3614,Waipara West Ews,20230608,1000,2.2,0.8,75,-1.7,
3615,Waipara West Ews,20230608,1100,5,2.8,65,-1,
3616,Waipara West Ews,20230608,1200,8.4,5.1,56,0.2,
3617,Waipara West Ews,20230608,1300,10.3,6.2,50,0.3,
3618,Waipara West Ews,20230608,1400,10.4,6.4,51,0.7,
3619,Waipara West Ews,20230608,1500,10.6,7,56,2.2,
3620,Waipara West Ews,20230608,1600,9.3,6.5,63,2.6,
3621,Waipara West Ews,20230608,1700,4.3,3,79,1,
3622,Waipara West Ews,20230608,1800,2.7,2,87,0.8,
3623,Waipara West Ews,20230608,1900,1.7,1.2,90,0.3,
3624,Waipara West Ews,20230608,2000,1.4,0.9,91,0.1,
3625,Waipara West Ews,20230608,2100,0.9,0.5,92,-0.2,
3626,Waipara West Ews,20230608,2200,1,0.6,92,-0.1,
3627,Waipara West Ews,20230608,2300,0.5,0.1,92,-0.6,
3628,Waipara West Ews,20230609,0,-0.2,-0.6,92,-1.3,
3629,Waipara West Ews,20230609,100,-0.3,-0.7,91,-1.6,
3630,Waipara West Ews,20230609,200,-0.7,-1.1,92,-1.8,
3631,Waipara West Ews,20230609,300,-0.5,-1.1,88,-2.2,
3632,Waipara West Ews,20230609,400,-0.5,-1,89,-2,
3633,Waipara West Ews,20230609,500,-1.1,-1.5,90,-2.5,
3634,Waipara West Ews,20230609,600,-1.3,-1.7,91,-2.5,
3635,Waipara West Ews,20230609,700,-2,-2.4,90,-3.4,
3636,Waipara West Ews,20230609,900,-0.4,-1.1,86,-2.4,
3637,Waipara West Ews,20230609,1000,2.3,1.1,78,-1.1,
3638,Waipara West Ews,20230609,1100,4.4,2.9,75,0.4,
3639,Waipara West Ews,20230609,1200,6.8,5.2,76,2.9,
3640,Waipara West Ews,20230609,1300,7.8,6.3,79,4.4,
3641,Waipara West Ews,20230609,1400,9.5,7.3,71,4.5,
3642,Waipara West Ews,20230609,1500,9.5,7.8,78,5.9,
3643,Waipara West Ews,20230609,1600,8.7,7.7,86,6.5,
3644,Waipara West Ews,20230609,1700,7.8,7.6,97,7.4,
3645,Waipara West Ews,20230609,1800,7.5,7.4,99,7.4,
3646,Waipara West Ews,20230609,1900,7.3,7,95,6.6,
3647,Waipara West Ews,20230609,2000,6.7,6.3,94,5.8,
3648,Waipara West Ews,20230609,2100,6.6,6.4,97,6.2,
3649,Waipara West Ews,20230609,2200,6.5,6.2,96,5.9,
3650,Waipara West Ews,20230609,2300,4.7,4.3,94,3.8,
3651,Waipara West Ews,20230610,0,2.8,2.8,99,2.7,
3652,Waipara West Ews,20230610,100,1.9,1.9,100,1.9,
3653,Waipara West Ews,20230610,200,1.5,1.5,100,1.5,
3654,Waipara West Ews,20230610,900,1.5,0.7,85,-0.7,
3655,Waipara West Ews,20230610,1000,3.2,2,80,0.1,
3656,Waipara West Ews,20230610,1100,6.4,4.2,68,1,
3657,Waipara West Ews,20230610,1200,9.2,6.2,61,2.1,
3658,Waipara West Ews,20230610,1300,11.8,7.4,49,1.5,
3659,Waipara West Ews,20230610,1400,12.1,7.5,47,1.2,
3660,Waipara West Ews,20230610,1500,12,7.9,52,2.5,
3661,Waipara West Ews,20230610,1600,10.7,7.5,61,3.5,
3662,Waipara West Ews,20230610,1700,6,4.6,79,2.7,
3663,Waipara West Ews,20230610,1800,4.7,3.8,86,2.6,
3664,Waipara West Ews,20230610,1900,3.6,2.8,87,1.7,
3665,Waipara West Ews,20230610,2000,3.3,2.4,85,1,
3666,Waipara West Ews,20230610,2100,2.6,1.9,87,0.7,
3667,Waipara West Ews,20230610,2200,2.3,1.6,88,0.5,
3668,Waipara West Ews,20230610,2300,2.4,1.7,87,0.5,
3669,Waipara West Ews,20230611,0,2.2,1.5,88,0.4,
3670,Waipara West Ews,20230611,100,1.3,0.8,91,0,
3671,Waipara West Ews,20230611,200,0.6,0.2,92,-0.5,
3672,Waipara West Ews,20230611,300,1.1,0.5,88,-0.6,
3673,Waipara West Ews,20230611,400,0.3,-0.3,89,-1.3,
3674,Waipara West Ews,20230611,500,0.8,-0.2,82,-1.9,
3675,Waipara West Ews,20230611,900,1.6,0.5,79,-1.6,
3676,Waipara West Ews,20230611,1000,5.1,3.2,70,0.1,
3677,Waipara West Ews,20230611,1100,8.4,5.7,64,2,
3678,Waipara West Ews,20230611,1200,12.3,8.6,57,4,
3679,Waipara West Ews,20230611,1300,14.3,9.8,52,4.6,
3680,Waipara West Ews,20230611,1400,16,10.5,46,4.4,
3681,Waipara West Ews,20230611,1500,15.9,10.4,45,4,
3682,Waipara West Ews,20230611,1600,13.9,9.2,50,3.7,
3683,Waipara West Ews,20230611,1700,13,8.6,51,3.1,
3684,Waipara West Ews,20230611,1800,13.1,8.8,52,3.5,
3685,Waipara West Ews,20230611,1900,10.3,7.4,64,3.8,
3686,Waipara West Ews,20230611,2000,9.5,7,68,3.9,
3687,Waipara West Ews,20230611,2100,10.6,7.6,63,3.9,
3688,Waipara West Ews,20230611,2200,9,6.6,68,3.4,
3689,Waipara West Ews,20230611,2300,8.8,6.5,69,3.5,
3690,Waipara West Ews,20230612,0,7.5,5.6,73,3,
3691,Waipara West Ews,20230612,100,6.3,4.7,76,2.4,
3692,Waipara West Ews,20230612,200,5.4,4.1,79,2.1,
3693,Waipara West Ews,20230612,300,5.5,4,77,1.8,
3694,Waipara West Ews,20230612,900,5.5,3.7,72,0.9,
3695,Waipara West Ews,20230612,1000,8.7,5.9,63,2.1,
3696,Waipara West Ews,20230612,1100,7.5,5.5,72,2.8,
3697,Waipara West Ews,20230612,1200,10.4,7.8,67,4.6,
3698,Waipara West Ews,20230612,1300,14.6,9.8,50,4.3,
3699,Waipara West Ews,20230612,1400,14,9.9,56,5.4,
3700,Waipara West Ews,20230612,1500,11.8,9.1,68,6.1,
3701,Waipara West Ews,20230612,1600,11.9,9,66,5.8,
3702,Waipara West Ews,20230612,1700,6.9,6,87,4.9,
3703,Waipara West Ews,20230612,1800,6.9,6.2,89,5.2,
3704,Waipara West Ews,20230612,1900,6,5.4,90,4.5,
3705,Waipara West Ews,20230612,2000,5.6,4.8,88,3.8,
3706,Waipara West Ews,20230612,2100,4.3,3.9,93,3.3,
3707,Waipara West Ews,20230612,2200,4.1,3.6,92,2.9,
3708,Waipara West Ews,20230612,2300,4,3.3,88,2.2,
3709,Waipara West Ews,20230613,0,4.3,3.6,88,2.5,
3710,Waipara West Ews,20230613,100,4.3,3.5,87,2.4,
3711,Waipara West Ews,20230613,200,3.4,2.8,90,1.9,
3712,Waipara West Ews,20230613,300,3.6,2.8,87,1.7,
3713,Waipara West Ews,20230613,400,4.4,3.3,82,1.6,
3714,Waipara West Ews,20230613,1000,10.4,8.1,71,5.4,
3715,Waipara West Ews,20230613,1100,11.7,9.4,72,6.8,
3716,Waipara West Ews,20230613,1200,11.9,9.4,70,6.6,
3717,Waipara West Ews,20230613,1300,12.3,9.7,69,6.8,
3718,Waipara West Ews,20230613,1400,12.7,9.9,68,7,
3719,Waipara West Ews,20230613,1500,12.1,9.8,73,7.4,
3720,Waipara West Ews,20230613,1600,11.6,9.5,75,7.3,
3721,Waipara West Ews,20230613,1700,8.3,7.3,86,6.1,
3722,Waipara West Ews,20230613,1800,6.6,6.2,94,5.7,
3723,Waipara West Ews,20230613,1900,6.4,5.9,93,5.4,
3724,Waipara West Ews,20230613,2000,5.7,5.3,94,4.8,
3725,Waipara West Ews,20230613,2100,5,4.7,95,4.3,
3726,Waipara West Ews,20230613,2200,5.1,4.7,94,4.2,
3727,Waipara West Ews,20230613,2300,5.3,4.8,92,4.1,
3728,Waipara West Ews,20230614,0,5.8,5.2,90,4.3,
3729,Waipara West Ews,20230614,100,6.3,5.4,87,4.3,
3730,Waipara West Ews,20230614,200,6.1,5.2,86,3.9,
3731,Waipara West Ews,20230614,300,5,4.4,90,3.5,
3732,Waipara West Ews,20230614,400,4.3,3.7,90,2.8,
3733,Waipara West Ews,20230614,500,3.4,2.9,92,2.2,
3734,Waipara West Ews,20230614,600,2.7,2.3,93,1.7,
3735,Waipara West Ews,20230614,700,2.7,2.3,92,1.5,
3736,Waipara West Ews,20230614,800,2.3,1.9,92,1.1,
3737,Waipara West Ews,20230614,900,3.2,2.6,89,1.6,
3738,Waipara West Ews,20230614,1000,5.4,4.3,82,2.6,
3739,Waipara West Ews,20230614,1100,7.8,5.9,73,3.3,
3740,Waipara West Ews,20230614,1200,11.4,7.7,56,3,
3741,Waipara West Ews,20230614,1300,11.9,8.2,57,3.7,
3742,Waipara West Ews,20230614,1400,12.1,8.7,60,4.6,
3743,Waipara West Ews,20230614,1500,12,8.8,62,5,
3744,Waipara West Ews,20230614,1600,10.5,7.6,64,4,
3745,Waipara West Ews,20230614,1700,6.3,5.2,83,3.6,
3746,Waipara West Ews,20230614,1800,4.9,4.3,90,3.4,
3747,Waipara West Ews,20230614,1900,4,3.5,92,2.8,
3748,Waipara West Ews,20230614,2000,4,3.6,93,3,
3749,Waipara West Ews,20230614,2100,3.5,3.2,94,2.7,
3750,Waipara West Ews,20230614,2200,4,3.5,92,2.8,
3751,Waipara West Ews,20230614,2300,3,2.7,94,2.1,
3752,Waipara West Ews,20230615,0,2.6,2.3,95,1.9,
3753,Waipara West Ews,20230615,100,0.9,0.8,97,0.5,
3754,Waipara West Ews,20230615,200,1.5,1.5,99,1.4,
3755,Waipara West Ews,20230615,300,2,2,99,1.9,
3756,Waipara West Ews,20230615,400,3,2.8,96,2.4,
3757,Waipara West Ews,20230615,500,2.8,2.4,93,1.8,
3758,Waipara West Ews,20230615,600,1.5,1.2,94,0.7,
3759,Waipara West Ews,20230615,700,1.1,0.8,94,0.3,
3760,Waipara West Ews,20230615,800,0.9,0.5,92,-0.2,
3761,Waipara West Ews,20230615,900,1.7,1.2,90,0.3,
3762,Waipara West Ews,20230615,1000,3.5,2.6,85,1.2,
3763,Waipara West Ews,20230615,1100,6.3,4.7,76,2.4,
3764,Waipara West Ews,20230615,1200,8.3,5.8,66,2.4,
3765,Waipara West Ews,20230615,1300,9.8,6.8,62,2.9,
3766,Waipara West Ews,20230615,1400,12.2,8.2,54,3.2,
3767,Waipara West Ews,20230615,1500,12,8.5,59,4.3,
3768,Waipara West Ews,20230615,1600,9.9,7.4,68,4.3,
3769,Waipara West Ews,20230615,1700,6.2,5.1,83,3.5,
3770,Waipara West Ews,20230615,1800,4.9,4.1,87,2.9,
3771,Waipara West Ews,20230615,1900,3.7,3.2,91,2.4,
3772,Waipara West Ews,20230615,2000,3,2.5,91,1.7,
3773,Waipara West Ews,20230615,2100,2.9,2.3,90,1.4,
3774,Waipara West Ews,20230615,2200,1.7,1.3,92,0.6,
3775,Waipara West Ews,20230615,2300,1.7,1.3,92,0.6,
3776,Waipara West Ews,20230616,0,1.5,1.1,92,0.4,
3777,Waipara West Ews,20230616,100,1.1,0.6,90,-0.3,
3778,Waipara West Ews,20230616,200,0.5,0.1,91,-0.8,
3779,Waipara West Ews,20230616,300,1,0.4,88,-0.7,
3780,Waipara West Ews,20230616,400,0.4,-0.2,89,-1.2,
3781,Waipara West Ews,20230616,500,-0.1,-0.6,90,-1.5,
3782,Waipara West Ews,20230616,600,0.1,-0.4,90,-1.3,
3783,Waipara West Ews,20230616,700,-0.2,-0.8,87,-2.1,
3784,Waipara West Ews,20230616,800,-0.6,-1.2,88,-2.3,
3785,Waipara West Ews,20230616,900,0.9,0,83,-1.6,
3786,Waipara West Ews,20230616,1000,3.1,1.7,76,-0.7,
3787,Waipara West Ews,20230616,1100,5.9,3.7,67,0.3,
3788,Waipara West Ews,20230616,1200,8.8,5.6,58,1,
3789,Waipara West Ews,20230616,1300,12.1,8.3,56,3.6,
3790,Waipara West Ews,20230616,1400,12.2,8.2,54,3.2,
3791,Waipara West Ews,20230616,1500,12.2,8.4,56,3.7,
3792,Waipara West Ews,20230616,1600,10,7.1,63,3.3,
3793,Waipara West Ews,20230616,1700,6.2,4.9,80,3,
3794,Waipara West Ews,20230616,1800,5.2,4.4,87,3.2,
3795,Waipara West Ews,20230616,1900,3.3,2.7,89,1.7,
3796,Waipara West Ews,20230616,2000,2.9,2.4,91,1.6,
3797,Waipara West Ews,20230616,2100,2.6,2,89,1,
3798,Waipara West Ews,20230616,2200,2.1,1.7,92,1,
3799,Waipara West Ews,20230616,2300,1.6,1.2,92,0.5,
3800,Waipara West Ews,20230617,0,1.7,1.3,93,0.7,
3801,Waipara West Ews,20230617,100,1.2,0.8,93,0.2,
3802,Waipara West Ews,20230617,200,0.9,0.6,94,0.1,
3803,Waipara West Ews,20230617,300,0.8,0.5,94,0,
3804,Waipara West Ews,20230617,400,0.8,0.5,93,-0.2,
3805,Waipara West Ews,20230617,500,0.6,0.3,94,-0.2,
3806,Waipara West Ews,20230617,600,0.5,0.2,94,-0.3,
3807,Waipara West Ews,20230617,700,1.2,0.8,92,0.1,
3808,Waipara West Ews,20230617,800,1.3,0.8,90,-0.1,
3809,Waipara West Ews,20230617,900,1.1,0.6,90,-0.3,
3810,Waipara West Ews,20230617,1000,2.6,1.8,86,0.5,
3811,Waipara West Ews,20230617,1100,4.7,3.7,84,2.2,
3812,Waipara West Ews,20230617,1200,8.2,6.3,74,3.9,
3813,Waipara West Ews,20230617,1300,9,7.1,74,4.6,
3814,Waipara West Ews,20230617,1400,10.6,8.4,72,5.8,
3815,Waipara West Ews,20230617,1500,11,9.2,77,7.1,
3816,Waipara West Ews,20230617,1600,10.5,9.3,84,7.9,
3817,Waipara West Ews,20230617,1700,9.5,8.8,91,8.1,
3818,Waipara West Ews,20230617,1800,8.9,8.6,96,8.3,
3819,Waipara West Ews,20230617,1900,8.8,8.7,98,8.5,
3820,Waipara West Ews,20230617,2000,8.9,8.8,98,8.6,
3821,Waipara West Ews,20230617,2100,8.6,8.5,99,8.5,
3822,Waipara West Ews,20230617,2200,8.4,8.4,100,8.4,
3823,Waipara West Ews,20230617,2300,8.4,8.4,100,8.4,
3824,Waipara West Ews,20230618,0,8.8,8.8,100,8.8,
3825,Waipara West Ews,20230618,100,8.7,8.7,100,8.7,
3826,Waipara West Ews,20230618,200,9.4,9.4,100,9.4,
3827,Waipara West Ews,20230618,300,9.5,9.5,100,9.5,
3828,Waipara West Ews,20230618,400,8.6,8.6,100,8.6,
3829,Waipara West Ews,20230618,500,8.2,8.2,100,8.2,
3830,Waipara West Ews,20230618,600,8.4,8.4,100,8.4,
3831,Waipara West Ews,20230618,700,8.8,8.8,100,8.8,
3832,Waipara West Ews,20230618,800,8.6,8.6,100,8.6,
3833,Waipara West Ews,20230618,900,8,8,100,8,
3834,Waipara West Ews,20230618,1000,10.3,10.3,100,10.3,
3835,Waipara West Ews,20230618,1100,11.1,11.1,100,11.1,
3836,Waipara West Ews,20230618,1200,12.2,12,98,11.9,
3837,Waipara West Ews,20230618,1300,12.4,12.1,96,11.8,
3838,Waipara West Ews,20230618,1400,12,11.8,98,11.7,
3839,Waipara West Ews,20230618,1500,12.6,11.9,92,11.3,
3840,Waipara West Ews,20230618,1600,12.2,11.6,93,11.1,
3841,Waipara West Ews,20230618,1700,11.9,11.5,95,11.1,
3842,Waipara West Ews,20230618,1800,11.6,11.4,97,11.1,
3843,Waipara West Ews,20230618,1900,11.8,11.6,98,11.5,
3844,Waipara West Ews,20230627,1500,10.4,9.5,88,8.5,
3845,Waipara West Ews,20230627,1600,10.2,9.1,86,8,
3846,Waipara West Ews,20230628,900,5.7,5.6,98,5.4,
3847,Waipara West Ews,20230628,1000,7.1,6.6,92,5.9,
3848,Waipara West Ews,20230628,1100,8.7,7.8,87,6.7,
3849,Waipara West Ews,20230628,1200,11.7,10.1,81,8.6,
3850,Waipara West Ews,20230628,1300,11.3,9.4,77,7.4,
3851,Waipara West Ews,20230628,1400,11.5,9.9,80,8.2,
3852,Waipara West Ews,20230628,1500,11.4,9.9,81,8.3,
3853,Waipara West Ews,20230628,1600,10.8,9.6,85,8.4,
3854,Waipara West Ews,20230628,1700,9.1,8.7,94,8.2,
3855,Waipara West Ews,20230628,1800,7.4,7.3,98,7.1,
3856,Waipara West Ews,20230628,1900,7.7,7.6,98,7.4,
3857,Waipara West Ews,20230628,2000,7.4,7.1,96,6.8,
3858,Waipara West Ews,20230628,2100,6.8,6.7,98,6.5,
3859,Waipara West Ews,20230628,2200,7.1,6.8,95,6.4,
3860,Waipara West Ews,20230628,2300,7,6.7,95,6.3,
3861,Waipara West Ews,20230629,0,6.9,6.4,93,5.9,
3862,Waipara West Ews,20230629,100,6.4,5.9,93,5.4,
3863,Waipara West Ews,20230629,200,6,5.6,93,5,
3864,Waipara West Ews,20230629,300,5.6,5.2,93,4.6,
3865,Waipara West Ews,20230629,400,4.7,4.3,94,3.8,
3866,Waipara West Ews,20230629,500,4.8,4.4,93,3.8,
3867,Waipara West Ews,20230629,600,4.5,4.1,93,3.5,
3868,Waipara West Ews,20230629,700,4.8,4.3,91,3.5,
3869,Waipara West Ews,20230629,800,4.7,4,89,3.1,
3870,Waipara West Ews,20230629,900,5.8,4.8,85,3.5,
3871,Waipara West Ews,20230629,1000,7.4,6.2,82,4.5,
3872,Waipara West Ews,20230629,1100,9,7.4,79,5.6,
3873,Waipara West Ews,20230629,1200,11.9,9.2,68,6.2,
3874,Waipara West Ews,20230629,1300,13.7,9.8,57,5.4,
3875,Waipara West Ews,20230629,1400,13.5,9.5,56,4.9,
3876,Waipara West Ews,20230629,1500,13.6,10,60,6,
3877,Waipara West Ews,20230629,1600,12.9,9.6,62,5.8,
3878,Waipara West Ews,20230629,1700,9.2,7.8,81,6.1,
3879,Waipara West Ews,20230629,1800,6.3,5.7,91,5,
3880,Waipara West Ews,20230629,1900,6.4,5.7,90,4.9,
3881,Waipara West Ews,20230629,2000,6.2,5.8,93,5.2,
3882,Waipara West Ews,20230629,2100,6,5.5,92,4.8,
3883,Waipara West Ews,20230629,2200,6.1,5.4,89,4.4,
3884,Waipara West Ews,20230629,2300,6.2,5.4,88,4.4,
3885,Waipara West Ews,20230630,0,6,5.4,90,4.5,
3886,Waipara West Ews,20230630,100,6.9,6.4,92,5.7,
3887,Waipara West Ews,20230630,200,7,6.2,88,5.2,
3888,Waipara West Ews,20230630,300,6.9,6.2,90,5.4,
3889,Waipara West Ews,20230630,400,6.6,5.9,89,4.9,
3890,Waipara West Ews,20230630,500,5.7,5.2,92,4.5,
3891,Waipara West Ews,20230701,200,3.1,3,98,2.8,
3892,Waipara West Ews,20230701,300,2.9,2.8,98,2.6,
3893,Waipara West Ews,20230701,400,1.7,1.7,99,1.6,
3894,Waipara West Ews,20230701,500,1.2,1.1,98,0.9,
3895,Waipara West Ews,20230701,600,0.5,0.5,99,0.4,
3896,Waipara West Ews,20230701,700,1.3,1.2,97,0.9,
3897,Waipara West Ews,20230701,800,1.2,0.9,95,0.5,
3898,Waipara West Ews,20230701,900,1.8,1.4,92,0.6,
3899,Waipara West Ews,20230701,1000,3.5,2.9,89,1.9,
3900,Waipara West Ews,20230701,1100,5.9,4.5,78,2.4,
3901,Waipara West Ews,20230701,1200,8.4,6.2,70,3.3,
3902,Waipara West Ews,20230701,1300,10.2,5.6,43,-1.8,
3903,Waipara West Ews,20230701,1400,11,5.6,36,-3.4,
3904,Waipara West Ews,20230701,1500,11.2,6.3,42,-1.2,
3905,Waipara West Ews,20230701,1600,10.2,6,48,-0.3,
3906,Waipara West Ews,20230704,1100,15.4,9.2,38,1.2,
3907,Waipara West Ews,20230704,1200,16.3,9.4,34,0.5,
3908,Waipara West Ews,20230704,1300,16.6,9.6,34,0.7,
3909,Waipara West Ews,20230704,1400,16.4,9.6,35,0.9,
3910,Waipara West Ews,20230704,1500,16.2,9.7,37,1.5,
3911,Waipara West Ews,20230704,1600,15.2,9.7,44,3.1,
3912,Waipara West Ews,20230704,1700,10.2,6.8,58,2.3,
3913,Waipara West Ews,20230704,1800,5.9,4.5,78,2.4,
3914,Waipara West Ews,20230704,1900,6.3,4.8,77,2.6,
3915,Waipara West Ews,20230704,2000,6.8,5.1,75,2.7,
3916,Waipara West Ews,20230704,2100,6,4.4,76,2.1,
3917,Waipara West Ews,20230704,2200,7.7,5.3,66,1.8,
3918,Waipara West Ews,20230704,2300,4.4,3.2,80,1.3,
3919,Waipara West Ews,20230705,0,9.1,5.5,53,0,
3920,Waipara West Ews,20230705,100,5.5,3.2,65,-0.5,
3921,Waipara West Ews,20230705,200,5.2,3,66,-0.6,
3922,Waipara West Ews,20230705,300,6.8,3.8,57,-1.1,
3923,Waipara West Ews,20230705,400,8,4.8,56,-0.2,
3924,Waipara West Ews,20230705,500,11.6,6.8,44,-0.2,
3925,Waipara West Ews,20230705,600,12.3,7.3,43,0.1,
3926,Waipara West Ews,20230705,700,12.1,7.2,44,0.2,
3927,Waipara West Ews,20230705,800,12,7.2,45,0.5,
3928,Waipara West Ews,20230705,900,12.8,7.8,44,0.9,
3929,Waipara West Ews,20230705,1000,12.4,7.9,49,2,
3930,Waipara West Ews,20230705,1100,11.7,8.1,58,3.7,
3931,Waipara West Ews,20230705,1200,13.5,8.7,48,2.7,
3932,Waipara West Ews,20230705,1300,13.7,8.4,43,1.4,
3933,Waipara West Ews,20230705,1400,12.6,8.6,55,3.8,
3934,Waipara West Ews,20230705,1500,13,9,55,4.2,
3935,Waipara West Ews,20230705,1600,11.3,8.6,67,5.4,
3936,Waipara West Ews,20230705,1700,8.5,6.9,78,4.9,
3937,Waipara West Ews,20230705,1800,6.8,5.6,82,4,
3938,Waipara West Ews,20230705,1900,5.2,4.5,88,3.4,
3939,Waipara West Ews,20230705,2000,5,4.4,90,3.5,
3940,Waipara West Ews,20230705,2100,4.5,3.8,89,2.9,
3941,Waipara West Ews,20230705,2200,3.8,3.3,91,2.5,
3942,Waipara West Ews,20230705,2300,3.9,3.3,89,2.3,
3943,Waipara West Ews,20230706,0,3.1,2.6,91,1.8,
3944,Waipara West Ews,20230706,100,3,2.5,91,1.7,
3945,Waipara West Ews,20230706,200,2.1,1.7,92,1,
3946,Waipara West Ews,20230706,300,2.2,1.8,92,1.1,
3947,Waipara West Ews,20230706,400,1.7,1.3,92,0.6,
3948,Waipara West Ews,20230706,500,1.5,1.1,92,0.4,
3949,Waipara West Ews,20230706,600,2.1,1.7,92,1,
3950,Waipara West Ews,20230706,700,2.5,2,90,1.1,
3951,Waipara West Ews,20230706,800,3.3,2.7,90,1.8,
3952,Waipara West Ews,20230706,900,4.6,3.8,87,2.6,
3953,Waipara West Ews,20230706,1000,6,4.9,83,3.4,
3954,Waipara West Ews,20230706,1100,9.5,7.2,70,4.3,
3955,Waipara West Ews,20230706,1200,9.8,7.3,68,4.2,
3956,Waipara West Ews,20230706,1300,10.5,7.4,62,3.6,
3957,Waipara West Ews,20230706,1400,10.4,7.4,63,3.7,
3958,Waipara West Ews,20230706,1500,11,7.5,58,3.1,
3959,Waipara West Ews,20230706,1600,9.6,7.6,74,5.2,
3960,Waipara West Ews,20230706,1700,6.6,5.5,84,4.1,
3961,Waipara West Ews,20230706,1800,4.5,4.3,96,3.9,
3962,Waipara West Ews,20230706,1900,4.2,3.6,90,2.7,
3963,Waipara West Ews,20230706,2000,4.5,4,92,3.3,
3964,Waipara West Ews,20230706,2100,4.2,3.8,94,3.3,
3965,Waipara West Ews,20230706,2200,3.6,3.2,93,2.6,
3966,Waipara West Ews,20230706,2300,2,1.7,94,1.2,
3967,Waipara West Ews,20230707,0,1.3,1.2,98,1,
3968,Waipara West Ews,20230707,100,2.1,2.1,100,2.1,
3969,Waipara West Ews,20230707,200,1.1,1,98,0.8,
3970,Waipara West Ews,20230707,300,1,0.9,97,0.6,
3971,Waipara West Ews,20230707,400,0.7,0.5,95,0,
3972,Waipara West Ews,20230707,500,0.5,0.3,96,-0.1,
3973,Waipara West Ews,20230707,600,0.3,0,94,-0.5,
3974,Waipara West Ews,20230707,700,-0.3,-0.5,95,-1,
3975,Waipara West Ews,20230707,800,0,-0.4,92,-1.1,
3976,Waipara West Ews,20230707,900,0.6,0,89,-1,
3977,Waipara West Ews,20230707,1000,2,1.2,85,-0.3,
3978,Waipara West Ews,20230707,1100,4.8,3.7,82,2,
3979,Waipara West Ews,20230707,1200,7.6,5.4,69,2.3,
3980,Waipara West Ews,20230707,1300,8.2,6,70,3.1,
3981,Waipara West Ews,20230707,1400,9.7,7,65,3.5,
3982,Waipara West Ews,20230707,1500,9.1,6.9,71,4.1,
3983,Waipara West Ews,20230707,1600,8.1,6.4,76,4.1,
3984,Waipara West Ews,20230707,1700,6.1,4.9,82,3.3,
3985,Waipara West Ews,20230707,1800,5.4,4.6,87,3.4,
3986,Waipara West Ews,20230707,1900,4.6,4,90,3.1,
3987,Waipara West Ews,20230707,2000,4.8,4,87,2.8,
3988,Waipara West Ews,20230707,2100,4.2,3.5,89,2.6,
3989,Waipara West Ews,20230707,2200,3.4,2.9,91,2.1,
3990,Waipara West Ews,20230707,2300,3.6,3.1,91,2.3,
3991,Waipara West Ews,20230708,0,4.2,3.5,88,2.4,
3992,Waipara West Ews,20230708,100,4,3.7,95,3.3,
3993,Waipara West Ews,20230708,200,3.8,3.5,94,2.9,
3994,Waipara West Ews,20230708,300,3.8,3.3,92,2.6,
3995,Waipara West Ews,20230708,400,4.2,3.7,92,3,
3996,Waipara West Ews,20230708,500,4.5,4,91,3.2,
3997,Waipara West Ews,20230708,1000,5.6,5.5,98,5.3,
3998,Waipara West Ews,20230708,1100,6.1,5.9,97,5.7,
3999,Waipara West Ews,20230708,1200,7.1,6.6,93,6.1,
4000,Waipara West Ews,20230708,1300,7.4,7.1,95,6.7,
4001,Waipara West Ews,20230708,1400,7.7,7.6,98,7.4,
4002,Waipara West Ews,20230710,1200,10.2,8.2,75,6,
4003,Waipara West Ews,20230710,1300,11.6,10.2,83,8.8,
4004,Waipara West Ews,20230710,1400,12.6,10.6,77,8.7,
4005,Waipara West Ews,20230710,1500,12.9,10.1,68,7.2,
4006,Waipara West Ews,20230710,1600,10.8,9.9,88,8.9,
4007,Waipara West Ews,20230710,1700,8.9,8.5,94,8,
4008,Waipara West Ews,20230710,1800,6.3,6.3,100,6.3,
4009,Waipara West Ews,20230710,1900,4.2,4.2,100,4.2,
4010,Waipara West Ews,20230710,2000,5.3,5.3,100,5.3,
4011,Waipara West Ews,20230710,2100,4.9,4.8,99,4.8,
4012,Waipara West Ews,20230710,2200,5.1,4.9,96,4.5,
4013,Waipara West Ews,20230710,2300,4.5,4.3,97,4.1,
4014,Waipara West Ews,20230711,0,4.1,3.9,96,3.5,
4015,Waipara West Ews,20230711,100,3.5,3.3,97,3.1,
4016,Waipara West Ews,20230711,200,3.6,3.5,98,3.3,
